"","period","site","dens","spp"
"52052",55,"6",0,"Enc.red"
"52053",56,"6",NA,"Enc.red"
"52054",57,"6",0,"Enc.red"
"52055",58,"6",NA,"Enc.red"
"52056",59,"6",NA,"Enc.red"
"52057",60,"6",0.5,"Enc.red"
"52058",61,"6",1.5,"Enc.red"
"52059",62,"6",NA,"Enc.red"
"52060",63,"6",1.5,"Enc.red"
"52061",1,"6",0,"Epi.pro"
"52062",2,"6",0,"Epi.pro"
"52063",3,"6",0,"Epi.pro"
"52064",4,"6",0,"Epi.pro"
"52065",5,"6",0,"Epi.pro"
"52066",6,"6",0,"Epi.pro"
"52067",7,"6",NA,"Epi.pro"
"52068",8,"6",NA,"Epi.pro"
"52069",9,"6",0,"Epi.pro"
"52070",10,"6",0,"Epi.pro"
"52071",11,"6",0,"Epi.pro"
"52072",12,"6",0,"Epi.pro"
"52073",13,"6",0,"Epi.pro"
"52074",14,"6",0,"Epi.pro"
"52075",15,"6",0,"Epi.pro"
"52076",16,"6",0.5,"Epi.pro"
"52077",17,"6",0,"Epi.pro"
"52078",18,"6",0.5,"Epi.pro"
"52079",19,"6",0,"Epi.pro"
"52080",20,"6",NA,"Epi.pro"
"52081",21,"6",0,"Epi.pro"
"52082",22,"6",0.5,"Epi.pro"
"52083",23,"6",0,"Epi.pro"
"52084",24,"6",0,"Epi.pro"
"52085",25,"6",0,"Epi.pro"
"52086",26,"6",0,"Epi.pro"
"52087",27,"6",0,"Epi.pro"
"52088",28,"6",0,"Epi.pro"
"52089",29,"6",0,"Epi.pro"
"52090",30,"6",0,"Epi.pro"
"52091",31,"6",0,"Epi.pro"
"52092",32,"6",0,"Epi.pro"
"52093",33,"6",0,"Epi.pro"
"52094",34,"6",0,"Epi.pro"
"52095",35,"6",0,"Epi.pro"
"52096",36,"6",0.5,"Epi.pro"
"52097",37,"6",0,"Epi.pro"
"52098",38,"6",0,"Epi.pro"
"52099",39,"6",NA,"Epi.pro"
"52100",40,"6",0,"Epi.pro"
"52101",41,"6",0,"Epi.pro"
"52102",42,"6",1,"Epi.pro"
"52103",43,"6",0,"Epi.pro"
"52104",44,"6",0,"Epi.pro"
"52105",45,"6",0,"Epi.pro"
"52106",46,"6",0,"Epi.pro"
"52107",47,"6",0,"Epi.pro"
"52108",48,"6",NA,"Epi.pro"
"52109",49,"6",0,"Epi.pro"
"52110",50,"6",0.5,"Epi.pro"
"52111",51,"6",0,"Epi.pro"
"52112",52,"6",0,"Epi.pro"
"52113",53,"6",0,"Epi.pro"
"52114",54,"6",0,"Epi.pro"
"52115",55,"6",0,"Epi.pro"
"52116",56,"6",NA,"Epi.pro"
"52117",57,"6",0,"Epi.pro"
"52118",58,"6",NA,"Epi.pro"
"52119",59,"6",NA,"Epi.pro"
"52120",60,"6",0,"Epi.pro"
"52121",61,"6",0,"Epi.pro"
"52122",62,"6",NA,"Epi.pro"
"52123",63,"6",0,"Epi.pro"
"52124",1,"6",0,"Ery.del"
"52125",2,"6",0,"Ery.del"
"52126",3,"6",0,"Ery.del"
"52127",4,"6",0,"Ery.del"
"52128",5,"6",0,"Ery.del"
"52129",6,"6",0,"Ery.del"
"52130",7,"6",NA,"Ery.del"
"52131",8,"6",NA,"Ery.del"
"52132",9,"6",0,"Ery.del"
"52133",10,"6",0,"Ery.del"
"52134",11,"6",0,"Ery.del"
"52135",12,"6",0,"Ery.del"
"52136",13,"6",0,"Ery.del"
"52137",14,"6",0,"Ery.del"
"52138",15,"6",0,"Ery.del"
"52139",16,"6",0,"Ery.del"
"52140",17,"6",0,"Ery.del"
"52141",18,"6",0,"Ery.del"
"52142",19,"6",0,"Ery.del"
"52143",20,"6",NA,"Ery.del"
"52144",21,"6",0,"Ery.del"
"52145",22,"6",0,"Ery.del"
"52146",23,"6",0,"Ery.del"
"52147",24,"6",0,"Ery.del"
"52148",25,"6",0,"Ery.del"
"52149",26,"6",0,"Ery.del"
"52150",27,"6",0,"Ery.del"
"52151",28,"6",0,"Ery.del"
"52152",29,"6",0,"Ery.del"
"52153",30,"6",0,"Ery.del"
"52154",31,"6",0,"Ery.del"
"52155",32,"6",0,"Ery.del"
"52156",33,"6",0,"Ery.del"
"52157",34,"6",0,"Ery.del"
"52158",35,"6",0,"Ery.del"
"52159",36,"6",0,"Ery.del"
"52160",37,"6",0,"Ery.del"
"52161",38,"6",0,"Ery.del"
"52162",39,"6",NA,"Ery.del"
"52163",40,"6",0,"Ery.del"
"52164",41,"6",0,"Ery.del"
"52165",42,"6",0,"Ery.del"
"52166",43,"6",0,"Ery.del"
"52167",44,"6",0,"Ery.del"
"52168",45,"6",0,"Ery.del"
"52169",46,"6",0,"Ery.del"
"52170",47,"6",0,"Ery.del"
"52171",48,"6",NA,"Ery.del"
"52172",49,"6",0,"Ery.del"
"52173",50,"6",0,"Ery.del"
"52174",51,"6",0,"Ery.del"
"52175",52,"6",0,"Ery.del"
"52176",53,"6",0,"Ery.del"
"52177",54,"6",0,"Ery.del"
"52178",55,"6",0,"Ery.del"
"52179",56,"6",NA,"Ery.del"
"52180",57,"6",0,"Ery.del"
"52181",58,"6",NA,"Ery.del"
"52182",59,"6",NA,"Ery.del"
"52183",60,"6",0,"Ery.del"
"52184",61,"6",0,"Ery.del"
"52185",62,"6",NA,"Ery.del"
"52186",63,"6",0,"Ery.del"
"52187",1,"6",1,"Eup.qui"
"52188",2,"6",2,"Eup.qui"
"52189",3,"6",0.5,"Eup.qui"
"52190",4,"6",0.5,"Eup.qui"
"52191",5,"6",0,"Eup.qui"
"52192",6,"6",1,"Eup.qui"
"52193",7,"6",NA,"Eup.qui"
"52194",8,"6",NA,"Eup.qui"
"52195",9,"6",0,"Eup.qui"
"52196",10,"6",0,"Eup.qui"
"52197",11,"6",0,"Eup.qui"
"52198",12,"6",0,"Eup.qui"
"52199",13,"6",0,"Eup.qui"
"52200",14,"6",1,"Eup.qui"
"52201",15,"6",0,"Eup.qui"
"52202",16,"6",0.5,"Eup.qui"
"52203",17,"6",1.5,"Eup.qui"
"52204",18,"6",1,"Eup.qui"
"52205",19,"6",0.5,"Eup.qui"
"52206",20,"6",NA,"Eup.qui"
"52207",21,"6",0,"Eup.qui"
"52208",22,"6",0,"Eup.qui"
"52209",23,"6",1,"Eup.qui"
"52210",24,"6",0,"Eup.qui"
"52211",25,"6",2,"Eup.qui"
"52212",26,"6",1,"Eup.qui"
"52213",27,"6",0.5,"Eup.qui"
"52214",28,"6",0,"Eup.qui"
"52215",29,"6",0.5,"Eup.qui"
"52216",30,"6",0,"Eup.qui"
"52217",31,"6",0,"Eup.qui"
"52218",32,"6",0,"Eup.qui"
"52219",33,"6",0,"Eup.qui"
"52220",34,"6",1.5,"Eup.qui"
"52221",35,"6",0,"Eup.qui"
"52222",36,"6",1,"Eup.qui"
"52223",37,"6",1,"Eup.qui"
"52224",38,"6",3,"Eup.qui"
"52225",39,"6",NA,"Eup.qui"
"52226",40,"6",1,"Eup.qui"
"52227",41,"6",0.5,"Eup.qui"
"52228",42,"6",0.5,"Eup.qui"
"52229",43,"6",0,"Eup.qui"
"52230",44,"6",0,"Eup.qui"
"52231",45,"6",0.5,"Eup.qui"
"52232",46,"6",0,"Eup.qui"
"52233",47,"6",0,"Eup.qui"
"52234",48,"6",NA,"Eup.qui"
"52235",49,"6",0,"Eup.qui"
"52236",50,"6",0,"Eup.qui"
"52237",51,"6",0,"Eup.qui"
"52238",52,"6",0,"Eup.qui"
"52239",53,"6",0,"Eup.qui"
"52240",54,"6",0,"Eup.qui"
"52241",55,"6",1,"Eup.qui"
"52242",56,"6",NA,"Eup.qui"
"52243",57,"6",0.5,"Eup.qui"
"52244",58,"6",NA,"Eup.qui"
"52245",59,"6",NA,"Eup.qui"
"52246",60,"6",0.5,"Eup.qui"
"52247",61,"6",0,"Eup.qui"
"52248",62,"6",NA,"Eup.qui"
"52249",63,"6",0,"Eup.qui"
"52250",1,"6",0,"Eur.bil"
"52251",2,"6",0,"Eur.bil"
"52252",3,"6",0,"Eur.bil"
"52253",4,"6",0.5,"Eur.bil"
"52254",5,"6",0,"Eur.bil"
"52255",6,"6",0,"Eur.bil"
"52256",7,"6",NA,"Eur.bil"
"52257",8,"6",NA,"Eur.bil"
"52258",9,"6",0,"Eur.bil"
"52259",10,"6",0,"Eur.bil"
"52260",11,"6",0,"Eur.bil"
"52261",12,"6",0,"Eur.bil"
"52262",13,"6",0,"Eur.bil"
"52263",14,"6",0,"Eur.bil"
"52264",15,"6",0,"Eur.bil"
"52265",16,"6",0,"Eur.bil"
"52266",17,"6",0,"Eur.bil"
"52267",18,"6",0,"Eur.bil"
"52268",19,"6",0,"Eur.bil"
"52269",20,"6",NA,"Eur.bil"
"52270",21,"6",0,"Eur.bil"
"52271",22,"6",0,"Eur.bil"
"52272",23,"6",0,"Eur.bil"
"52273",24,"6",0,"Eur.bil"
"52274",25,"6",0,"Eur.bil"
"52275",26,"6",0,"Eur.bil"
"52276",27,"6",0,"Eur.bil"
"52277",28,"6",0,"Eur.bil"
"52278",29,"6",0,"Eur.bil"
"52279",30,"6",0,"Eur.bil"
"52280",31,"6",0,"Eur.bil"
"52281",32,"6",0,"Eur.bil"
"52282",33,"6",0,"Eur.bil"
"52283",34,"6",0,"Eur.bil"
"52284",35,"6",0,"Eur.bil"
"52285",36,"6",0,"Eur.bil"
"52286",37,"6",0,"Eur.bil"
"52287",38,"6",0,"Eur.bil"
"52288",39,"6",NA,"Eur.bil"
"52289",40,"6",0,"Eur.bil"
"52290",41,"6",0,"Eur.bil"
"52291",42,"6",0,"Eur.bil"
"52292",43,"6",0,"Eur.bil"
"52293",44,"6",0,"Eur.bil"
"52294",45,"6",0,"Eur.bil"
"52295",46,"6",0,"Eur.bil"
"52296",47,"6",0,"Eur.bil"
"52297",48,"6",NA,"Eur.bil"
"52298",49,"6",0,"Eur.bil"
"52299",50,"6",0,"Eur.bil"
"52300",51,"6",0,"Eur.bil"
"52301",52,"6",0,"Eur.bil"
"52302",53,"6",0,"Eur.bil"
"52303",54,"6",0,"Eur.bil"
"52304",55,"6",0,"Eur.bil"
"52305",56,"6",NA,"Eur.bil"
"52306",57,"6",0,"Eur.bil"
"52307",58,"6",NA,"Eur.bil"
"52308",59,"6",NA,"Eur.bil"
"52309",60,"6",0,"Eur.bil"
"52310",61,"6",0,"Eur.bil"
"52311",62,"6",NA,"Eur.bil"
"52312",63,"6",0,"Eur.bil"
"52313",1,"6",0,"Fau.lac"
"52314",2,"6",0,"Fau.lac"
"52315",3,"6",0,"Fau.lac"
"52316",4,"6",0,"Fau.lac"
"52317",5,"6",0,"Fau.lac"
"52318",6,"6",0,"Fau.lac"
"52319",7,"6",NA,"Fau.lac"
"52320",8,"6",NA,"Fau.lac"
"52321",9,"6",0,"Fau.lac"
"52322",10,"6",0,"Fau.lac"
"52323",11,"6",0,"Fau.lac"
"52324",12,"6",0,"Fau.lac"
"52325",13,"6",0,"Fau.lac"
"52326",14,"6",0,"Fau.lac"
"52327",15,"6",0,"Fau.lac"
"52328",16,"6",0,"Fau.lac"
"52329",17,"6",0,"Fau.lac"
"52330",18,"6",0,"Fau.lac"
"52331",19,"6",0,"Fau.lac"
"52332",20,"6",NA,"Fau.lac"
"52333",21,"6",0,"Fau.lac"
"52334",22,"6",0,"Fau.lac"
"52335",23,"6",0,"Fau.lac"
"52336",24,"6",0,"Fau.lac"
"52337",25,"6",0,"Fau.lac"
"52338",26,"6",0,"Fau.lac"
"52339",27,"6",0,"Fau.lac"
"52340",28,"6",0,"Fau.lac"
"52341",29,"6",0,"Fau.lac"
"52342",30,"6",0,"Fau.lac"
"52343",31,"6",0,"Fau.lac"
"52344",32,"6",0,"Fau.lac"
"52345",33,"6",0,"Fau.lac"
"52346",34,"6",0,"Fau.lac"
"52347",35,"6",0,"Fau.lac"
"52348",36,"6",0,"Fau.lac"
"52349",37,"6",0,"Fau.lac"
"52350",38,"6",0,"Fau.lac"
"52351",39,"6",NA,"Fau.lac"
"52352",40,"6",0,"Fau.lac"
"52353",41,"6",0,"Fau.lac"
"52354",42,"6",0,"Fau.lac"
"52355",43,"6",0,"Fau.lac"
"52356",44,"6",0,"Fau.lac"
"52357",45,"6",0,"Fau.lac"
"52358",46,"6",0,"Fau.lac"
"52359",47,"6",0,"Fau.lac"
"52360",48,"6",NA,"Fau.lac"
"52361",49,"6",0,"Fau.lac"
"52362",50,"6",0,"Fau.lac"
"52363",51,"6",0,"Fau.lac"
"52364",52,"6",0,"Fau.lac"
"52365",53,"6",0,"Fau.lac"
"52366",54,"6",0,"Fau.lac"
"52367",55,"6",0,"Fau.lac"
"52368",56,"6",NA,"Fau.lac"
"52369",57,"6",0,"Fau.lac"
"52370",58,"6",NA,"Fau.lac"
"52371",59,"6",NA,"Fau.lac"
"52372",60,"6",0,"Fau.lac"
"52373",61,"6",0,"Fau.lac"
"52374",62,"6",NA,"Fau.lac"
"52375",63,"6",0,"Fau.lac"
"52376",1,"6",0,"Fil.bro"
"52377",2,"6",0,"Fil.bro"
"52378",3,"6",0,"Fil.bro"
"52379",4,"6",0,"Fil.bro"
"52380",5,"6",0,"Fil.bro"
"52381",6,"6",0,"Fil.bro"
"52382",7,"6",NA,"Fil.bro"
"52383",8,"6",NA,"Fil.bro"
"52384",9,"6",0,"Fil.bro"
"52385",10,"6",0,"Fil.bro"
"52386",11,"6",0,"Fil.bro"
"52387",12,"6",0,"Fil.bro"
"52388",13,"6",0,"Fil.bro"
"52389",14,"6",0,"Fil.bro"
"52390",15,"6",0,"Fil.bro"
"52391",16,"6",0,"Fil.bro"
"52392",17,"6",0,"Fil.bro"
"52393",18,"6",0,"Fil.bro"
"52394",19,"6",0,"Fil.bro"
"52395",20,"6",NA,"Fil.bro"
"52396",21,"6",0,"Fil.bro"
"52397",22,"6",0,"Fil.bro"
"52398",23,"6",0,"Fil.bro"
"52399",24,"6",0,"Fil.bro"
"52400",25,"6",0,"Fil.bro"
"52401",26,"6",0,"Fil.bro"
"52402",27,"6",0,"Fil.bro"
"52403",28,"6",0,"Fil.bro"
"52404",29,"6",0,"Fil.bro"
"52405",30,"6",0,"Fil.bro"
"52406",31,"6",0,"Fil.bro"
"52407",32,"6",0,"Fil.bro"
"52408",33,"6",0,"Fil.bro"
"52409",34,"6",0,"Fil.bro"
"52410",35,"6",0,"Fil.bro"
"52411",36,"6",14.5,"Fil.bro"
"52412",37,"6",0,"Fil.bro"
"52413",38,"6",0,"Fil.bro"
"52414",39,"6",NA,"Fil.bro"
"52415",40,"6",0,"Fil.bro"
"52416",41,"6",0,"Fil.bro"
"52417",42,"6",0,"Fil.bro"
"52418",43,"6",0,"Fil.bro"
"52419",44,"6",0,"Fil.bro"
"52420",45,"6",0,"Fil.bro"
"52421",46,"6",0,"Fil.bro"
"52422",47,"6",0,"Fil.bro"
"52423",48,"6",NA,"Fil.bro"
"52424",49,"6",0,"Fil.bro"
"52425",50,"6",0,"Fil.bro"
"52426",51,"6",0,"Fil.bro"
"52427",52,"6",0,"Fil.bro"
"52428",53,"6",0,"Fil.bro"
"52429",54,"6",0,"Fil.bro"
"52430",55,"6",0,"Fil.bro"
"52431",56,"6",NA,"Fil.bro"
"52432",57,"6",0,"Fil.bro"
"52433",58,"6",NA,"Fil.bro"
"52434",59,"6",NA,"Fil.bro"
"52435",60,"6",0,"Fil.bro"
"52436",61,"6",0,"Fil.bro"
"52437",62,"6",NA,"Fil.bro"
"52438",63,"6",0,"Fil.bro"
"52439",1,"6",0,"Fil.gre"
"52440",2,"6",0,"Fil.gre"
"52441",3,"6",0,"Fil.gre"
"52442",4,"6",0,"Fil.gre"
"52443",5,"6",0,"Fil.gre"
"52444",6,"6",0,"Fil.gre"
"52445",7,"6",NA,"Fil.gre"
"52446",8,"6",NA,"Fil.gre"
"52447",9,"6",0,"Fil.gre"
"52448",10,"6",0,"Fil.gre"
"52449",11,"6",0,"Fil.gre"
"52450",12,"6",0,"Fil.gre"
"52451",13,"6",0,"Fil.gre"
"52452",14,"6",1,"Fil.gre"
"52453",15,"6",0,"Fil.gre"
"52454",16,"6",0,"Fil.gre"
"52455",17,"6",0,"Fil.gre"
"52456",18,"6",0,"Fil.gre"
"52457",19,"6",0,"Fil.gre"
"52458",20,"6",NA,"Fil.gre"
"52459",21,"6",0,"Fil.gre"
"52460",22,"6",1.5,"Fil.gre"
"52461",23,"6",1.5,"Fil.gre"
"52462",24,"6",1.5,"Fil.gre"
"52463",25,"6",0,"Fil.gre"
"52464",26,"6",3.5,"Fil.gre"
"52465",27,"6",0.5,"Fil.gre"
"52466",28,"6",0,"Fil.gre"
"52467",29,"6",0.5,"Fil.gre"
"52468",30,"6",0,"Fil.gre"
"52469",31,"6",0.5,"Fil.gre"
"52470",32,"6",0,"Fil.gre"
"52471",33,"6",0.5,"Fil.gre"
"52472",34,"6",0,"Fil.gre"
"52473",35,"6",0,"Fil.gre"
"52474",36,"6",0,"Fil.gre"
"52475",37,"6",0,"Fil.gre"
"52476",38,"6",0,"Fil.gre"
"52477",39,"6",NA,"Fil.gre"
"52478",40,"6",0,"Fil.gre"
"52479",41,"6",0,"Fil.gre"
"52480",42,"6",0,"Fil.gre"
"52481",43,"6",0,"Fil.gre"
"52482",44,"6",0,"Fil.gre"
"52483",45,"6",0,"Fil.gre"
"52484",46,"6",0.5,"Fil.gre"
"52485",47,"6",0.5,"Fil.gre"
"52486",48,"6",NA,"Fil.gre"
"52487",49,"6",0.5,"Fil.gre"
"52488",50,"6",2,"Fil.gre"
"52489",51,"6",0,"Fil.gre"
"52490",52,"6",0,"Fil.gre"
"52491",53,"6",0,"Fil.gre"
"52492",54,"6",0,"Fil.gre"
"52493",55,"6",0,"Fil.gre"
"52494",56,"6",NA,"Fil.gre"
"52495",57,"6",0,"Fil.gre"
"52496",58,"6",NA,"Fil.gre"
"52497",59,"6",NA,"Fil.gre"
"52498",60,"6",0,"Fil.gre"
"52499",61,"6",0,"Fil.gre"
"52500",62,"6",NA,"Fil.gre"
"52501",63,"6",0,"Fil.gre"
"52502",1,"6",0,"Fil.red"
"52503",2,"6",0,"Fil.red"
"52504",3,"6",0,"Fil.red"
"52505",4,"6",0,"Fil.red"
"52506",5,"6",0,"Fil.red"
"52507",6,"6",0,"Fil.red"
"52508",7,"6",NA,"Fil.red"
"52509",8,"6",NA,"Fil.red"
"52510",9,"6",0,"Fil.red"
"52511",10,"6",0,"Fil.red"
"52512",11,"6",0,"Fil.red"
"52513",12,"6",0,"Fil.red"
"52514",13,"6",0,"Fil.red"
"52515",14,"6",0,"Fil.red"
"52516",15,"6",0,"Fil.red"
"52517",16,"6",0,"Fil.red"
"52518",17,"6",0,"Fil.red"
"52519",18,"6",0,"Fil.red"
"52520",19,"6",0,"Fil.red"
"52521",20,"6",NA,"Fil.red"
"52522",21,"6",0,"Fil.red"
"52523",22,"6",0,"Fil.red"
"52524",23,"6",0,"Fil.red"
"52525",24,"6",0,"Fil.red"
"52526",25,"6",0.5,"Fil.red"
"52527",26,"6",0,"Fil.red"
"52528",27,"6",0,"Fil.red"
"52529",28,"6",0,"Fil.red"
"52530",29,"6",0,"Fil.red"
"52531",30,"6",0,"Fil.red"
"52532",31,"6",0,"Fil.red"
"52533",32,"6",0,"Fil.red"
"52534",33,"6",0,"Fil.red"
"52535",34,"6",5.5,"Fil.red"
"52536",35,"6",37.5,"Fil.red"
"52537",36,"6",5.5,"Fil.red"
"52538",37,"6",3.5,"Fil.red"
"52539",38,"6",0,"Fil.red"
"52540",39,"6",NA,"Fil.red"
"52541",40,"6",0,"Fil.red"
"52542",41,"6",0,"Fil.red"
"52543",42,"6",0,"Fil.red"
"52544",43,"6",0,"Fil.red"
"52545",44,"6",0,"Fil.red"
"52546",45,"6",0,"Fil.red"
"52547",46,"6",0,"Fil.red"
"52548",47,"6",0,"Fil.red"
"52549",48,"6",NA,"Fil.red"
"52550",49,"6",4,"Fil.red"
"52551",50,"6",10.5,"Fil.red"
"52552",51,"6",0,"Fil.red"
"52553",52,"6",0,"Fil.red"
"52554",53,"6",0.5,"Fil.red"
"52555",54,"6",0,"Fil.red"
"52556",55,"6",0,"Fil.red"
"52557",56,"6",NA,"Fil.red"
"52558",57,"6",2.5,"Fil.red"
"52559",58,"6",NA,"Fil.red"
"52560",59,"6",NA,"Fil.red"
"52561",60,"6",0,"Fil.red"
"52562",61,"6",0,"Fil.red"
"52563",62,"6",NA,"Fil.red"
"52564",63,"6",0.5,"Fil.red"
"52565",1,"6",0,"Gel.rob"
"52566",2,"6",0,"Gel.rob"
"52567",3,"6",0,"Gel.rob"
"52568",4,"6",0,"Gel.rob"
"52569",5,"6",0,"Gel.rob"
"52570",6,"6",0,"Gel.rob"
"52571",7,"6",NA,"Gel.rob"
"52572",8,"6",NA,"Gel.rob"
"52573",9,"6",0.5,"Gel.rob"
"52574",10,"6",0,"Gel.rob"
"52575",11,"6",1.5,"Gel.rob"
"52576",12,"6",0.5,"Gel.rob"
"52577",13,"6",2,"Gel.rob"
"52578",14,"6",0,"Gel.rob"
"52579",15,"6",2,"Gel.rob"
"52580",16,"6",1.5,"Gel.rob"
"52581",17,"6",1,"Gel.rob"
"52582",18,"6",2.5,"Gel.rob"
"52583",19,"6",0.5,"Gel.rob"
"52584",20,"6",NA,"Gel.rob"
"52585",21,"6",1,"Gel.rob"
"52586",22,"6",0.5,"Gel.rob"
"52587",23,"6",0.5,"Gel.rob"
"52588",24,"6",0,"Gel.rob"
"52589",25,"6",0,"Gel.rob"
"52590",26,"6",0.5,"Gel.rob"
"52591",27,"6",0.5,"Gel.rob"
"52592",28,"6",0.5,"Gel.rob"
"52593",29,"6",0,"Gel.rob"
"52594",30,"6",0,"Gel.rob"
"52595",31,"6",0,"Gel.rob"
"52596",32,"6",0,"Gel.rob"
"52597",33,"6",0,"Gel.rob"
"52598",34,"6",0,"Gel.rob"
"52599",35,"6",0,"Gel.rob"
"52600",36,"6",0,"Gel.rob"
"52601",37,"6",0,"Gel.rob"
"52602",38,"6",0,"Gel.rob"
"52603",39,"6",NA,"Gel.rob"
"52604",40,"6",0,"Gel.rob"
"52605",41,"6",0,"Gel.rob"
"52606",42,"6",0,"Gel.rob"
"52607",43,"6",0,"Gel.rob"
"52608",44,"6",0,"Gel.rob"
"52609",45,"6",0,"Gel.rob"
"52610",46,"6",0,"Gel.rob"
"52611",47,"6",0,"Gel.rob"
"52612",48,"6",NA,"Gel.rob"
"52613",49,"6",0,"Gel.rob"
"52614",50,"6",0,"Gel.rob"
"52615",51,"6",0,"Gel.rob"
"52616",52,"6",0,"Gel.rob"
"52617",53,"6",0,"Gel.rob"
"52618",54,"6",0,"Gel.rob"
"52619",55,"6",0,"Gel.rob"
"52620",56,"6",NA,"Gel.rob"
"52621",57,"6",0.5,"Gel.rob"
"52622",58,"6",NA,"Gel.rob"
"52623",59,"6",NA,"Gel.rob"
"52624",60,"6",0,"Gel.rob"
"52625",61,"6",0,"Gel.rob"
"52626",62,"6",NA,"Gel.rob"
"52627",63,"6",0,"Gel.rob"
"52628",1,"6",0,"Gel.spp"
"52629",2,"6",0,"Gel.spp"
"52630",3,"6",0,"Gel.spp"
"52631",4,"6",0,"Gel.spp"
"52632",5,"6",0,"Gel.spp"
"52633",6,"6",0,"Gel.spp"
"52634",7,"6",NA,"Gel.spp"
"52635",8,"6",NA,"Gel.spp"
"52636",9,"6",0,"Gel.spp"
"52637",10,"6",0,"Gel.spp"
"52638",11,"6",1,"Gel.spp"
"52639",12,"6",0,"Gel.spp"
"52640",13,"6",0,"Gel.spp"
"52641",14,"6",0.5,"Gel.spp"
"52642",15,"6",0,"Gel.spp"
"52643",16,"6",0,"Gel.spp"
"52644",17,"6",0,"Gel.spp"
"52645",18,"6",0,"Gel.spp"
"52646",19,"6",0,"Gel.spp"
"52647",20,"6",NA,"Gel.spp"
"52648",21,"6",0,"Gel.spp"
"52649",22,"6",0,"Gel.spp"
"52650",23,"6",0,"Gel.spp"
"52651",24,"6",0,"Gel.spp"
"52652",25,"6",0,"Gel.spp"
"52653",26,"6",0,"Gel.spp"
"52654",27,"6",0,"Gel.spp"
"52655",28,"6",0,"Gel.spp"
"52656",29,"6",0,"Gel.spp"
"52657",30,"6",0,"Gel.spp"
"52658",31,"6",0,"Gel.spp"
"52659",32,"6",0,"Gel.spp"
"52660",33,"6",0,"Gel.spp"
"52661",34,"6",0,"Gel.spp"
"52662",35,"6",0,"Gel.spp"
"52663",36,"6",0,"Gel.spp"
"52664",37,"6",0,"Gel.spp"
"52665",38,"6",0,"Gel.spp"
"52666",39,"6",NA,"Gel.spp"
"52667",40,"6",0,"Gel.spp"
"52668",41,"6",0,"Gel.spp"
"52669",42,"6",0,"Gel.spp"
"52670",43,"6",0,"Gel.spp"
"52671",44,"6",0,"Gel.spp"
"52672",45,"6",0,"Gel.spp"
"52673",46,"6",0,"Gel.spp"
"52674",47,"6",0,"Gel.spp"
"52675",48,"6",NA,"Gel.spp"
"52676",49,"6",0,"Gel.spp"
"52677",50,"6",0,"Gel.spp"
"52678",51,"6",0,"Gel.spp"
"52679",52,"6",0,"Gel.spp"
"52680",53,"6",0,"Gel.spp"
"52681",54,"6",0,"Gel.spp"
"52682",55,"6",0,"Gel.spp"
"52683",56,"6",NA,"Gel.spp"
"52684",57,"6",0,"Gel.spp"
"52685",58,"6",NA,"Gel.spp"
"52686",59,"6",NA,"Gel.spp"
"52687",60,"6",0,"Gel.spp"
"52688",61,"6",0,"Gel.spp"
"52689",62,"6",NA,"Gel.spp"
"52690",63,"6",0,"Gel.spp"
"52691",1,"6",0,"Gif.gra"
"52692",2,"6",0,"Gif.gra"
"52693",3,"6",0,"Gif.gra"
"52694",4,"6",0,"Gif.gra"
"52695",5,"6",0,"Gif.gra"
"52696",6,"6",1.5,"Gif.gra"
"52697",7,"6",NA,"Gif.gra"
"52698",8,"6",NA,"Gif.gra"
"52699",9,"6",0,"Gif.gra"
"52700",10,"6",0,"Gif.gra"
"52701",11,"6",0,"Gif.gra"
"52702",12,"6",0,"Gif.gra"
"52703",13,"6",0,"Gif.gra"
"52704",14,"6",0,"Gif.gra"
"52705",15,"6",0,"Gif.gra"
"52706",16,"6",0,"Gif.gra"
"52707",17,"6",0,"Gif.gra"
"52708",18,"6",0,"Gif.gra"
"52709",19,"6",0,"Gif.gra"
"52710",20,"6",NA,"Gif.gra"
"52711",21,"6",0,"Gif.gra"
"52712",22,"6",0,"Gif.gra"
"52713",23,"6",0,"Gif.gra"
"52714",24,"6",0,"Gif.gra"
"52715",25,"6",0,"Gif.gra"
"52716",26,"6",0,"Gif.gra"
"52717",27,"6",0,"Gif.gra"
"52718",28,"6",0,"Gif.gra"
"52719",29,"6",0,"Gif.gra"
"52720",30,"6",0,"Gif.gra"
"52721",31,"6",0,"Gif.gra"
"52722",32,"6",0,"Gif.gra"
"52723",33,"6",0,"Gif.gra"
"52724",34,"6",0,"Gif.gra"
"52725",35,"6",0,"Gif.gra"
"52726",36,"6",0,"Gif.gra"
"52727",37,"6",0,"Gif.gra"
"52728",38,"6",0,"Gif.gra"
"52729",39,"6",NA,"Gif.gra"
"52730",40,"6",0,"Gif.gra"
"52731",41,"6",0,"Gif.gra"
"52732",42,"6",0,"Gif.gra"
"52733",43,"6",0,"Gif.gra"
"52734",44,"6",0,"Gif.gra"
"52735",45,"6",0,"Gif.gra"
"52736",46,"6",0,"Gif.gra"
"52737",47,"6",0,"Gif.gra"
"52738",48,"6",NA,"Gif.gra"
"52739",49,"6",0,"Gif.gra"
"52740",50,"6",0,"Gif.gra"
"52741",51,"6",0,"Gif.gra"
"52742",52,"6",0,"Gif.gra"
"52743",53,"6",0,"Gif.gra"
"52744",54,"6",0,"Gif.gra"
"52745",55,"6",0,"Gif.gra"
"52746",56,"6",NA,"Gif.gra"
